2019,1,1,0,0,0,0,0,0
2019,1,1,0,15,0,0,0,0
2019,1,1,0,30,0,0,0,0
2019,1,1,0,45,0,0,0,0
2019,1,1,1,0,0,0,0,0
2019,1,1,1,15,0,0,0,0
2019,1,1,1,30,0,0,0,0
2019,1,1,1,45,0,0,0,0
2019,1,1,2,0,0,0,0,0
2019,1,1,2,15,0,0,0,0
2019,1,1,2,30,0,0,0,0
2019,1,1,2,45,0,0,0,0
2019,1,1,3,0,0,0,0,0
2019,1,1,3,15,0,0,0,0
2019,1,1,3,30,0,0,0,0
2019,1,1,3,45,0,0,0,0
2019,1,1,4,0,0,0,0,0
2019,1,1,4,15,0,0,0,0
2019,1,1,4,30,0,0,0,0
2019,1,1,4,45,0,0,0,0
2019,1,1,5,0,0,0,0,0
2019,1,1,5,15,0,0,0,0
2019,1,1,5,30,0,0,0,0
2019,1,1,5,45,0,0,0,0
2019,1,1,6,0,0,0,0,0
2019,1,1,6,15,0,0,0,0
2019,1,1,6,30,0,0,0,0
2019,1,1,6,45,0,0,0,0
2019,1,1,7,0,0,0,0,0
2019,1,1,7,15,0,0,0,0
2019,1,1,7,30,0,0,0,0
2019,1,1,7,45,0,0,0,0
2019,1,1,8,0,6,3,3,6
2019,1,1,8,15,8,4,4,8
2019,1,1,8,30,10,5,5,10
2019,1,1,8,45,130,39,91,130
2019,1,1,9,0,158,44,114,158
2019,1,1,9,15,184,48,136,184
2019,1,1,9,30,209,52,157,209
2019,1,1,9,45,231,55,176,231
2019,1,1,10,0,251,58,193,251
2019,1,1,10,15,269,60,209,269
2019,1,1,10,30,284,62,222,284
2019,1,1,10,45,34,17,17,34
2019,1,1,11,0,36,18,18,36
2019,1,1,11,15,38,19,19,38
2019,1,1,11,30,38,19,19,38
2019,1,1,11,45,38,19,19,38
2019,1,1,12,0,38,19,19,38
2019,1,1,12,15,36,18,18,36
2019,1,1,12,30,36,18,18,36
2019,1,1,12,45,290,77,213,290
2019,1,1,13,0,275,75,200,275
2019,1,1,13,15,256,72,184,256
2019,1,1,13,30,26,13,13,26
2019,1,1,13,45,22,11,11,22
2019,1,1,14,0,20,10,10,20
2019,1,1,14,15,16,8,8,16
2019,1,1,14,30,14,7,7,14
2019,1,1,14,45,10,5,5,10
2019,1,1,15,0,8,4,4,8
2019,1,1,15,15,4,2,2,4
2019,1,1,15,30,0,0,0,0
2019,1,1,15,45,0,0,0,0
2019,1,1,16,0,0,0,0,0
2019,1,1,16,15,0,0,0,0
2019,1,1,16,30,0,0,0,0
2019,1,1,16,45,0,0,0,0
2019,1,1,17,0,0,0,0,0
2019,1,1,17,15,0,0,0,0
2019,1,1,17,30,0,0,0,0
2019,1,1,17,45,0,0,0,0
2019,1,1,18,0,0,0,0,0
2019,1,1,18,15,0,0,0,0
2019,1,1,18,30,0,0,0,0
2019,1,1,18,45,0,0,0,0
2019,1,1,19,0,0,0,0,0
2019,1,1,19,15,0,0,0,0
2019,1,1,19,30,0,0,0,0
2019,1,1,19,45,0,0,0,0
2019,1,1,20,0,0,0,0,0
2019,1,1,20,15,0,0,0,0
2019,1,1,20,30,0,0,0,0
2019,1,1,20,45,0,0,0,0
2019,1,1,21,0,0,0,0,0
2019,1,1,21,15,0,0,0,0
2019,1,1,21,30,0,0,0,0
2019,1,1,21,45,0,0,0,0
2019,1,1,22,0,0,0,0,0
2019,1,1,22,15,0,0,0,0
2019,1,1,22,30,0,0,0,0
2019,1,1,22,45,0,0,0,0
2019,1,1,23,0,0,0,0,0
2019,1,1,23,15,0,0,0,0
2019,1,1,23,30,0,0,0,0
2019,1,1,23,45,0,0,0,0
2019,1,2,0,0,0,0,0,0
2019,1,2,0,15,0,0,0,0
2019,1,2,0,30,0,0,0,0
2019,1,2,0,45,0,0,0,0
2019,1,2,1,0,0,0,0,0
2019,1,2,1,15,0,0,0,0
2019,1,2,1,30,0,0,0,0
2019,1,2,1,45,0,0,0,0
2019,1,2,2,0,0,0,0,0
2019,1,2,2,15,0,0,0,0
2019,1,2,2,30,0,0,0,0
2019,1,2,2,45,0,0,0,0
2019,1,2,3,0,0,0,0,0
2019,1,2,3,15,0,0,0,0
2019,1,2,3,30,0,0,0,0
2019,1,2,3,45,0,0,0,0
2019,1,2,4,0,0,0,0,0
2019,1,2,4,15,0,0,0,0
2019,1,2,4,30,0,0,0,0
2019,1,2,4,45,0,0,0,0
2019,1,2,5,0,0,0,0,0
2019,1,2,5,15,0,0,0,0
2019,1,2,5,30,0,0,0,0
2019,1,2,5,45,0,0,0,0
2019,1,2,6,0,0,0,0,0
2019,1,2,6,15,0,0,0,0
2019,1,2,6,30,0,0,0,0
2019,1,2,6,45,0,0,0,0
2019,1,2,7,0,0,0,0,0
2019,1,2,7,15,0,0,0,0
2019,1,2,7,30,0,0,0,0
2019,1,2,7,45,0,0,0,0
2019,1,2,8,0,6,3,3,6
2019,1,2,8,15,8,4,4,8
2019,1,2,8,30,10,5,5,10
2019,1,2,8,45,14,7,7,14
2019,1,2,9,0,16,8,8,16
2019,1,2,9,15,18,9,9,18
2019,1,2,9,30,22,11,11,22
2019,1,2,9,45,24,12,12,24
2019,1,2,10,0,26,13,13,26
2019,1,2,10,15,28,14,14,28
2019,1,2,10,30,30,15,15,30
2019,1,2,10,45,32,16,16,32
2019,1,2,11,0,34,17,17,34
2019,1,2,11,15,36,18,18,36
2019,1,2,11,30,36,18,18,36
2019,1,2,11,45,34,17,17,34
2019,1,2,12,0,34,17,17,34
2019,1,2,12,15,34,17,17,34
2019,1,2,12,30,32,16,16,32
2019,1,2,12,45,30,15,15,30
2019,1,2,13,0,28,14,14,28
2019,1,2,13,15,26,13,13,26
2019,1,2,13,30,24,12,12,24
2019,1,2,13,45,20,10,10,20
2019,1,2,14,0,190,56,134,190
2019,1,2,14,15,16,8,8,16
2019,1,2,14,30,12,6,6,12
2019,1,2,14,45,10,5,5,10
2019,1,2,15,0,70,29,41,70
2019,1,2,15,15,41,19,22,41
2019,1,2,15,30,0,0,0,0
2019,1,2,15,45,0,0,0,0
2019,1,2,16,0,0,0,0,0
2019,1,2,16,15,0,0,0,0
2019,1,2,16,30,0,0,0,0
2019,1,2,16,45,0,0,0,0
2019,1,2,17,0,0,0,0,0
2019,1,2,17,15,0,0,0,0
2019,1,2,17,30,0,0,0,0
2019,1,2,17,45,0,0,0,0
2019,1,2,18,0,0,0,0,0
2019,1,2,18,15,0,0,0,0
2019,1,2,18,30,0,0,0,0
2019,1,2,18,45,0,0,0,0
2019,1,2,19,0,0,0,0,0
2019,1,2,19,15,0,0,0,0
2019,1,2,19,30,0,0,0,0
2019,1,2,19,45,0,0,0,0
2019,1,2,20,0,0,0,0,0
2019,1,2,20,15,0,0,0,0
2019,1,2,20,30,0,0,0,0
2019,1,2,20,45,0,0,0,0
2019,1,2,21,0,0,0,0,0
2019,1,2,21,15,0,0,0,0
2019,1,2,21,30,0,0,0,0
2019,1,2,21,45,0,0,0,0
2019,1,2,22,0,0,0,0,0
2019,1,2,22,15,0,0,0,0
2019,1,2,22,30,0,0,0,0
2019,1,2,22,45,0,0,0,0
2019,1,2,23,0,0,0,0,0
2019,1,2,23,15,0,0,0,0
2019,1,2,23,30,0,0,0,0
2019,1,2,23,45,0,0,0,0
2019,1,3,0,0,0,0,0,0
2019,1,3,0,15,0,0,0,0
2019,1,3,0,30,0,0,0,0
2019,1,3,0,45,0,0,0,0
2019,1,3,1,0,0,0,0,0
2019,1,3,1,15,0,0,0,0
2019,1,3,1,30,0,0,0,0
2019,1,3,1,45,0,0,0,0
2019,1,3,2,0,0,0,0,0
2019,1,3,2,15,0,0,0,0
2019,1,3,2,30,0,0,0,0
2019,1,3,2,45,0,0,0,0
2019,1,3,3,0,0,0,0,0
2019,1,3,3,15,0,0,0,0
2019,1,3,3,30,0,0,0,0
2019,1,3,3,45,0,0,0,0
2019,1,3,4,0,0,0,0,0
2019,1,3,4,15,0,0,0,0
2019,1,3,4,30,0,0,0,0
2019,1,3,4,45,0,0,0,0
2019,1,3,5,0,0,0,0,0
2019,1,3,5,15,0,0,0,0
2019,1,3,5,30,0,0,0,0
2019,1,3,5,45,0,0,0,0
2019,1,3,6,0,0,0,0,0
2019,1,3,6,15,0,0,0,0
2019,1,3,6,30,0,0,0,0
2019,1,3,6,45,0,0,0,0
2019,1,3,7,0,0,0,0,0
2019,1,3,7,15,0,0,0,0
2019,1,3,7,30,0,0,0,0
2019,1,3,7,45,0,0,0,0
2019,1,3,8,0,6,3,3,6
2019,1,3,8,15,8,4,4,8
2019,1,3,8,30,10,5,5,10
2019,1,3,8,45,12,6,6,12
2019,1,3,9,0,16,8,8,16
2019,1,3,9,15,16,8,8,16
2019,1,3,9,30,20,10,10,20
2019,1,3,9,45,24,12,12,24
2019,1,3,10,0,26,13,13,26
2019,1,3,10,15,28,14,14,28
2019,1,3,10,30,30,15,15,30
2019,1,3,10,45,32,16,16,32
2019,1,3,11,0,34,17,17,34
2019,1,3,11,15,34,17,17,34
2019,1,3,11,30,36,18,18,36
2019,1,3,11,45,36,18,18,36
2019,1,3,12,0,34,17,17,34
2019,1,3,12,15,34,17,17,34
2019,1,3,12,30,32,16,16,32
2019,1,3,12,45,30,15,15,30
2019,1,3,13,0,28,14,14,28
2019,1,3,13,15,26,13,13,26
2019,1,3,13,30,24,12,12,24
2019,1,3,13,45,20,10,10,20
2019,1,3,14,0,18,9,9,18
2019,1,3,14,15,14,7,7,14
2019,1,3,14,30,12,6,6,12
2019,1,3,14,45,10,5,5,10
2019,1,3,15,0,8,4,4,8
2019,1,3,15,15,6,3,3,6
2019,1,3,15,30,0,0,0,0
2019,1,3,15,45,0,0,0,0
2019,1,3,16,0,0,0,0,0
2019,1,3,16,15,0,0,0,0
2019,1,3,16,30,0,0,0,0
2019,1,3,16,45,0,0,0,0
2019,1,3,17,0,0,0,0,0
2019,1,3,17,15,0,0,0,0
2019,1,3,17,30,0,0,0,0
2019,1,3,17,45,0,0,0,0
2019,1,3,18,0,0,0,0,0
2019,1,3,18,15,0,0,0,0
2019,1,3,18,30,0,0,0,0
2019,1,3,18,45,0,0,0,0
2019,1,3,19,0,0,0,0,0
2019,1,3,19,15,0,0,0,0
2019,1,3,19,30,0,0,0,0
2019,1,3,19,45,0,0,0,0
2019,1,3,20,0,0,0,0,0
2019,1,3,20,15,0,0,0,0
2019,1,3,20,30,0,0,0,0
2019,1,3,20,45,0,0,0,0
2019,1,3,21,0,0,0,0,0
2019,1,3,21,15,0,0,0,0
2019,1,3,21,30,0,0,0,0
2019,1,3,21,45,0,0,0,0
2019,1,3,22,0,0,0,0,0
2019,1,3,22,15,0,0,0,0
2019,1,3,22,30,0,0,0,0
2019,1,3,22,45,0,0,0,0
2019,1,3,23,0,0,0,0,0
2019,1,3,23,15,0,0,0,0
2019,1,3,23,30,0,0,0,0
2019,1,3,23,45,0,0,0,0
2019,1,4,0,0,0,0,0,0
2019,1,4,0,15,0,0,0,0
2019,1,4,0,30,0,0,0,0
2019,1,4,0,45,0,0,0,0
2019,1,4,1,0,0,0,0,0
2019,1,4,1,15,0,0,0,0
2019,1,4,1,30,0,0,0,0
2019,1,4,1,45,0,0,0,0
2019,1,4,2,0,0,0,0,0
2019,1,4,2,15,0,0,0,0
2019,1,4,2,30,0,0,0,0
2019,1,4,2,45,0,0,0,0
2019,1,4,3,0,0,0,0,0
2019,1,4,3,15,0,0,0,0
2019,1,4,3,30,0,0,0,0
2019,1,4,3,45,0,0,0,0
2019,1,4,4,0,0,0,0,0
2019,1,4,4,15,0,0,0,0
2019,1,4,4,30,0,0,0,0
2019,1,4,4,45,0,0,0,0
2019,1,4,5,0,0,0,0,0
2019,1,4,5,15,0,0,0,0
2019,1,4,5,30,0,0,0,0
2019,1,4,5,45,0,0,0,0
2019,1,4,6,0,0,0,0,0
2019,1,4,6,15,0,0,0,0
2019,1,4,6,30,0,0,0,0
2019,1,4,6,45,0,0,0,0
2019,1,4,7,0,0,0,0,0
2019,1,4,7,15,0,0,0,0
2019,1,4,7,30,0,0,0,0
2019,1,4,7,45,0,0,0,0
2019,1,4,8,0,8,4,4,8
2019,1,4,8,15,10,5,5,10
2019,1,4,8,30,10,5,5,10
2019,1,4,8,45,12,6,6,12
2019,1,4,9,0,16,8,8,16
2019,1,4,9,15,16,8,8,16
2019,1,4,9,30,16,8,8,16
2019,1,4,9,45,24,12,12,24
2019,1,4,10,0,20,10,10,20
2019,1,4,10,15,20,10,10,20
2019,1,4,10,30,22,11,11,22
2019,1,4,10,45,22,11,11,22
2019,1,4,11,0,24,12,12,24
2019,1,4,11,15,24,12,12,24
2019,1,4,11,30,22,11,11,22
2019,1,4,11,45,22,11,11,22
2019,1,4,12,0,20,10,10,20
2019,1,4,12,15,24,12,12,24
2019,1,4,12,30,18,9,9,18
2019,1,4,12,45,18,9,9,18
2019,1,4,13,0,18,9,9,18
2019,1,4,13,15,16,8,8,16
2019,1,4,13,30,16,8,8,16
2019,1,4,13,45,14,7,7,14
2019,1,4,14,0,14,7,7,14
2019,1,4,14,15,12,6,6,12
2019,1,4,14,30,10,5,5,10
2019,1,4,14,45,10,5,5,10
2019,1,4,15,0,8,4,4,8
2019,1,4,15,15,6,3,3,6
2019,1,4,15,30,0,0,0,0
2019,1,4,15,45,0,0,0,0
2019,1,4,16,0,0,0,0,0
2019,1,4,16,15,0,0,0,0
2019,1,4,16,30,0,0,0,0
2019,1,4,16,45,0,0,0,0
2019,1,4,17,0,0,0,0,0
2019,1,4,17,15,0,0,0,0
2019,1,4,17,30,0,0,0,0
2019,1,4,17,45,0,0,0,0
2019,1,4,18,0,0,0,0,0
2019,1,4,18,15,0,0,0,0
2019,1,4,18,30,0,0,0,0
2019,1,4,18,45,0,0,0,0
2019,1,4,19,0,0,0,0,0
2019,1,4,19,15,0,0,0,0
2019,1,4,19,30,0,0,0,0
2019,1,4,19,45,0,0,0,0
2019,1,4,20,0,0,0,0,0
2019,1,4,20,15,0,0,0,0
2019,1,4,20,30,0,0,0,0
2019,1,4,20,45,0,0,0,0
2019,1,4,21,0,0,0,0,0
2019,1,4,21,15,0,0,0,0
2019,1,4,21,30,0,0,0,0
2019,1,4,21,45,0,0,0,0
2019,1,4,22,0,0,0,0,0
2019,1,4,22,15,0,0,0,0
2019,1,4,22,30,0,0,0,0
2019,1,4,22,45,0,0,0,0
2019,1,4,23,0,0,0,0,0
2019,1,4,23,15,0,0,0,0
2019,1,4,23,30,0,0,0,0
2019,1,4,23,45,0,0,0,0
2019,1,5,0,0,0,0,0,0
2019,1,5,0,15,0,0,0,0
2019,1,5,0,30,0,0,0,0
2019,1,5,0,45,0,0,0,0
2019,1,5,1,0,0,0,0,0
2019,1,5,1,15,0,0,0,0
2019,1,5,1,30,0,0,0,0
2019,1,5,1,45,0,0,0,0
2019,1,5,2,0,0,0,0,0
2019,1,5,2,15,0,0,0,0
2019,1,5,2,30,0,0,0,0
2019,1,5,2,45,0,0,0,0
2019,1,5,3,0,0,0,0,0
2019,1,5,3,15,0,0,0,0
2019,1,5,3,30,0,0,0,0
2019,1,5,3,45,0,0,0,0
2019,1,5,4,0,0,0,0,0
2019,1,5,4,15,0,0,0,0
2019,1,5,4,30,0,0,0,0
2019,1,5,4,45,0,0,0,0
2019,1,5,5,0,0,0,0,0
2019,1,5,5,15,0,0,0,0
2019,1,5,5,30,0,0,0,0
2019,1,5,5,45,0,0,0,0
2019,1,5,6,0,0,0,0,0
2019,1,5,6,15,0,0,0,0
2019,1,5,6,30,0,0,0,0
2019,1,5,6,45,0,0,0,0
2019,1,5,7,0,0,0,0,0
2019,1,5,7,15,0,0,0,0
2019,1,5,7,30,0,0,0,0
2019,1,5,7,45,0,0,0,0
2019,1,5,8,0,49,21,28,49
2019,1,5,8,15,78,30,48,78
2019,1,5,8,30,109,38,71,109
2019,1,5,8,45,138,45,93,138
2019,1,5,9,0,168,51,117,168
2019,1,5,9,15,195,56,139,195
2019,1,5,9,30,221,60,161,221
2019,1,5,9,45,244,63,181,244
2019,1,5,10,0,263,65,198,263
2019,1,5,10,15,18,9,9,18
2019,1,5,10,30,18,9,9,18
2019,1,5,10,45,34,17,17,34
2019,1,5,11,0,34,17,17,34
2019,1,5,11,15,38,19,19,38
2019,1,5,11,30,38,19,19,38
2019,1,5,11,45,38,19,19,38
2019,1,5,12,0,38,19,19,38
